"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050433","GO:0050433","regulation of catecholamine secretion","10/1402","33/13303",0.00156004242440834,0.0241759013514256,0.0201864282901619,"Chrnb2/Syt7/Syt11/Ptgs1/P2ry12/Cxcl12/Cnr1/Abat/Adora2a/Oxtr",10
"GO:0006910","GO:0006910","phagocytosis, recognition","7/1402","18/13303",0.00158639718081181,0.0243877002184131,0.0203632764075591,"Fcgr1/Megf10/Trbc1/Ptx3/Fcgr3/Trdc/Trbc2",7
"GO:0035743","GO:0035743","CD4-positive, alpha-beta T cell cytokine production","7/1402","18/13303",0.00158639718081181,0.0243877002184131,0.0203632764075591,"Arid5a/Crlf2/Il18r1/Il6/Il1b/Slamf1/Nlrp3",7
"GO:0006911","GO:0006911","phagocytosis, engulfment","13/1402","50/13303",0.00159290113565083,0.0243877002184131,0.0203632764075591,"Nckap1l/Gata2/Fcgr1/Megf10/Itgam/Trbc1/Pparg/Cd300a/Fcgr3/Trdc/Bin2/Trbc2/Xkr6",13
"GO:0072678","GO:0072678","T cell migration","13/1402","50/13303",0.00159290113565083,0.0243877002184131,0.0203632764075591,"Ccl5/Icam1/Itgb7/Ccl2/Ripk3/S1pr1/Ccl20/Ccr7/Cxcl12/Ccr2/Myo1g/Itgal/Tnfsf4",13
"GO:0008015","GO:0008015","blood circulation","52/1402","327/13303",0.00161453932467975,0.0246447549169585,0.020577912303173,"Id2/Icam1/Ccl4/Gch1/Cd34/Pde2a/Ptgs1/Smad7/Ncald/Slc4a5/Hmox1/C3ar1/Edn1/Ptafr/Smad6/Slc6a4/Tjp3/Atp1a2/Rgs2/Htr1d/Nos2/Kcnk6/Cacnb2/Nox1/Ephx2/Popdc2/Atp1a3/Gpr4/Pparg/Cxcr2/Cftr/Casq2/Comp/Cnr1/Ttn/Abat/Aoc3/Qrfp/Cysltr1/Snta1/Acta2/Rangrf/Pomc/F5/Gas6/Ceacam1/Adora2a/Oxtr/Myl4/Tacr3/Ncf2/Akap6",52
"GO:0050864","GO:0050864","regulation of B cell activation","23/1402","114/13303",0.00161960840157404,0.0246481122910205,0.0205807156481139,"Id2/Chrnb2/Il2rg/Nckap1l/Foxj1/Inpp5d/Il6/Slc15a4/Mad2l2/Prdm1/Cdkn1a/Cd40/Trbc1/Ptprc/Syk/Cd300a/Tnfsf13b/Trdc/Trbc2/Tnfsf4/Blk/Tnfrsf13c/Themis2",23
"GO:0007411","GO:0007411","axon guidance","31/1402","170/13303",0.00163396325339966,0.024718557193543,0.0206395358324167,"Csf1r/Lama3/Plxna2/Sema6a/Lgr4/Flrt2/L1cam/Nr4a3/Edn1/Kalrn/Sema4f/Boc/Tubb3/Bmpr1b/Sema3c/Kif5c/Prtg/Cntn5/Runx3/Tenm2/Kif5a/Evl/Cxcl12/Efnb3/Cdk5r1/Nrcam/Emb/Epha3/Sema4g/Gas1/Slit1",31
"GO:0097485","GO:0097485","neuron projection guidance","31/1402","170/13303",0.00163396325339966,0.024718557193543,0.0206395358324167,"Csf1r/Lama3/Plxna2/Sema6a/Lgr4/Flrt2/L1cam/Nr4a3/Edn1/Kalrn/Sema4f/Boc/Tubb3/Bmpr1b/Sema3c/Kif5c/Prtg/Cntn5/Runx3/Tenm2/Kif5a/Evl/Cxcl12/Efnb3/Cdk5r1/Nrcam/Emb/Epha3/Sema4g/Gas1/Slit1",31
"GO:0032228","GO:0032228","regulation of synaptic transmission, GABAergic","9/1402","28/13303",0.00168072769337575,0.0252755587734584,0.0211046217991001,"Car2/Nlgn1/Plcl2/Plcl1/Cnr1/Adora2a/Car7/Oxtr/Baiap3",9
"GO:0043372","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","9/1402","28/13303",0.00168072769337575,0.0252755587734584,0.0211046217991001,"Il2rg/Nckap1l/Socs1/Il6/Nfkbid/Ccr7/Ccr2/Nlrp3/Tnfsf4",9
"GO:0034612","GO:0034612","response to tumor necrosis factor","27/1402","142/13303",0.00169609637368276,0.0254314391369601,0.0212347790053994,"Ccl5/Nfkbia/Aim2/Nr1d1/Tnf/Chuk/Trp53/Ccl4/Gch1/Cebpa/Il6/Ccl25/Ccl2/Ccl20/Cd40/St18/Nos2/Syk/Ggt1/Tnfsf13b/Aff3/Zfp36/Gas6/Ccl9/Tnfsf11/Gpd1/Tnfrsf13c",27
"GO:0036003","GO:0036003","positive regulation of transcription from RNA polymerase II promoter in response to stress","8/1402","23/13303",0.001713593816379,0.025543100787843,0.0213280144085202,"Atf3/Ddit3/Trp53/Eif2ak3/Cebpb/Sesn2/Muc1/Pparg",8
"GO:0042755","GO:0042755","eating behavior","8/1402","23/13303",0.001713593816379,0.025543100787843,0.0213280144085202,"Sgip1/Cpt1a/Lepr/Gdf15/Atp8a2/Aoc3/Adora2a/Oxtr",8
"GO:0032715","GO:0032715","negative regulation of interleukin-6 production","11/1402","39/13303",0.00176574551252684,0.0261670100296616,0.0218489670293332,"Trim30a/Tnf/Havcr2/Cd84/Nckap1l/Syt11/Foxj1/Inpp5d/Irak3/Slamf1/Gas6",11
"GO:0035458","GO:0035458","cellular response to interferon-beta","11/1402","39/13303",0.00176574551252684,0.0261670100296616,0.0218489670293332,"Gbp2b/Aim2/Trex1/Oas1c/9930111J21Rik1/Trim6/Gm12185/Ifi205/Gm5431/F830016B08Rik/Gm4841",11
"GO:0001525","GO:0001525","angiogenesis","64/1402","423/13303",0.0018244200439785,0.0269210969573598,0.0224786155983463,"Hspb1/Gab1/Id1/Sp100/Fgfr1/Ccl5/Tnf/Angptl4/Serpine1/Klf4/Rbm15/Gadd45a/Stab1/Cd34/Gata2/Sema6a/Prl2c2/Adtrp/Angpt2/Il1a/Eif2ak3/Angptl6/Hmox1/C3ar1/Esm1/Edn1/Ppp1r15a/Nfatc4/Ccl2/S1pr1/Fap/Smoc2/Cyp1b1/Ppp1r16b/Cd40/Il1b/Epgn/Lepr/Nox1/Syk/Loxl2/Gpr4/Pparg/Rgcc/Itgax/Cxcr2/Cxcl12/Mmp19/Fgf9/Ereg/Hhex/Ccr2/Hpse/Dysf/Flt4/Fasl/Apoh/Cysltr1/Adgrb2/Hyal1/Ceacam1/Notch4/Prkd1/Col24a1",64
"GO:0007292","GO:0007292","female gamete generation","23/1402","115/13303",0.00182722377538641,0.0269210969573598,0.0224786155983463,"H3f3b/Afp/Piwil2/Prdm9/Plat/M1ap/Hsf2bp/Inhbb/Hormad1/Edn1/Sycp3/Gdf9/Bmpr1b/Msh4/Zglp1/Hfm1/Paqr5/Ptx3/Ereg/Sycp2/Amh/Fmn2/Wnt4",23
"GO:0071396","GO:0071396","cellular response to lipid","58/1402","376/13303",0.00186778451844443,0.0274234511666135,0.0228980720262145,"Cmpk2/Trim30a/Gramd1c/Cd274/Clu/Trim12c/Ccl5/Nfkbia/Arid5a/Daxx/Taf7/Nr1d1/Tnf/Havcr2/Serpine1/Cd84/Mrc1/Dgat2/Gch1/Foxa1/Pou4f1/Pde2a/Il1a/Cd68/Egfr/Inhbb/Per1/Cxcl2/Il6/Dynap/Cebpb/Cyp26b1/Nfatc4/Ccl2/Prdm1/Atp1a2/Cyp26a1/Ccdc62/Il1b/Nr3c2/Nos2/Shpk/Trim12a/Cxcl1/Syk/Trim30d/Cftr/Pdk4/Zfp36/Nlrp3/Scnn1g/Fcgr4/Cd6/Ppbp/Adcy8/Tnfsf4/Epha3/Pf4",58
"GO:0032653","GO:0032653","regulation of interleukin-10 production","12/1402","45/13303",0.00188525569213269,0.0274234511666135,0.0228980720262145,"Cd274/Cd84/Cd34/Tnfrsf9/Il6/Bcl3/Syk/Ptger4/Ido1/Il20rb/Tnfsf4/Il23r",12
"GO:0035456","GO:0035456","response to interferon-beta","12/1402","45/13303",0.00188525569213269,0.0274234511666135,0.0228980720262145,"Gbp2b/Aim2/Trex1/Oas1c/9930111J21Rik1/Trim6/Gm12185/Ifi205/Gm5431/F830016B08Rik/Gm4841/Ifitm1",12
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","12/1402","45/13303",0.00188525569213269,0.0274234511666135,0.0228980720262145,"Il2rg/Nckap1l/Smad7/Socs1/Il6/Nfkbid/Ccr7/Runx3/Ccr2/Il27/Nlrp3/Tnfsf4",12
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","26/1402","136/13303",0.00188829587021734,0.0274234511666135,0.0228980720262145,"Atf3/Clu/Ddit3/Daxx/Skil/Tnf/Trp53/Mal/Tnfsf10/Eif2ak3/Inhbb/Tpd52l1/Nfatc4/Ripk3/Styxl1/Bmpr1b/Ptprc/Rnf183/Nox1/Pmaip1/Runx3/Osm/Timp3/Adora2a/Msx1/Bmf",26
"GO:0030431","GO:0030431","sleep","6/1402","14/13303",0.00192774810618195,0.0278662388490594,0.0232677915113137,"Chrnb2/Il6/Ptger4/Adora2a/Oxtr/Csf2",6
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","14/1402","57/13303",0.00193206649092458,0.0278662388490594,0.0232677915113137,"Eomes/Relb/Gadd45g/Smad7/Il18r1/Il6/Nfkbid/Ccr7/Bcl3/Ccr2/Ptger4/Il27/Nlrp3/Tnfsf4",14
"GO:0045576","GO:0045576","mast cell activation","13/1402","51/13303",0.00193523161788667,0.0278662388490594,0.0232677915113137,"Crlf2/Cd84/Gata2/Hmox1/Nr4a3/Lat2/Syk/Cd300a/Cftr/Cnr1/Fcgr3/Lat/Blk",13
"GO:0001503","GO:0001503","ossification","49/1402","307/13303",0.00200383745022174,0.0286990593967629,0.0239631811896721,"P2rx7/Id1/H3f3b/Fgfr1/Tnf/Bglap3/Id2/Klf10/Adar/Cebpa/Smoc1/Lgr4/Clec5a/Enpp1/Smad7/Eif2ak3/Igsf10/Bmp8b/Il6/Cebpb/Glis1/Wnt11/Smad6/Lrp4/S1pr1/Bambi/Junb/Bmpr1b/Cebpd/Atp6v0a4/Hey1/Pparg/Runx3/Fgf9/Fzd9/Bmp2/Comp/Ptger4/Srgn/Sox11/Sox8/Wnt10b/Lox/Fam20c/Alpl/Tnfsf11/Wnt4/Ifitm1/Prkd1",49
"GO:0007129","GO:0007129","homologous chromosome pairing at meiosis","10/1402","34/13303",0.00200436082743475,0.0286990593967629,0.0239631811896721,"Sycp1/Zcwpw1/Prdm9/Syce2/Hormad1/Tex11/Sycp3/Tex15/Msh4/Cpeb1",10
"GO:0070555","GO:0070555","response to interleukin-1","17/1402","76/13303",0.00201749484748556,0.0287502210613615,0.0240059002287107,"Ccl5/Nr1d1/Serpine1/Ccl4/Il1a/Il6/Cebpb/Ccl25/Ccl2/Ccl20/Cd40/Il1b/St18/Irak3/Il1rn/Hyal1/Ccl9",17
"GO:0007127","GO:0007127","meiosis I","19/1402","89/13303",0.00202314522173826,0.0287502210613615,0.0240059002287107,"Sycp1/Zcwpw1/Piwil2/Prdm9/Syce2/M1ap/Hsf2bp/Slc25a31/Hormad1/Tex11/Hspa2/Sycp3/Tex15/Msh4/Hfm1/Fmn2/Brdt/Gm960/Cpeb1",19
"GO:0001820","GO:0001820","serotonin secretion","5/1402","10/13303",0.00206449551198051,0.0287502210613615,0.0240059002287107,"Slc6a4/Syk/Cd300a/Cnr1/Fcgr3",5
"GO:0002315","GO:0002315","marginal zone B cell differentiation","5/1402","10/13303",0.00206449551198051,0.0287502210613615,0.0240059002287107,"Cdh17/Bcl3/Dock11/Dock10/Mfng",5
"GO:0002864","GO:0002864","regulation of acute inflammatory response to antigenic stimulus","5/1402","10/13303",0.00206449551198051,0.0287502210613615,0.0240059002287107,"Fcgr1/Ccr7/Cnr1/Fcgr3/Il20rb",5
"GO:0035235","GO:0035235","ionotropic glutamate receptor signaling pathway","5/1402","10/13303",0.00206449551198051,0.0287502210613615,0.0240059002287107,"Cpeb4/Kalrn/Atp1a3/Grin3a/Cdk5r1",5
"GO:0045187","GO:0045187","regulation of circadian sleep/wake cycle, sleep","5/1402","10/13303",0.00206449551198051,0.0287502210613615,0.0240059002287107,"Chrnb2/Il6/Ptger4/Adora2a/Csf2",5
"GO:0072677","GO:0072677","eosinophil migration","5/1402","10/13303",0.00206449551198051,0.0287502210613615,0.0240059002287107,"Ccl5/Ccl4/Ccl2/Cd300a/Ptger4",5
"GO:0097012","GO:0097012","response to granulocyte macrophage colony-stimulating factor","5/1402","10/13303",0.00206449551198051,0.0287502210613615,0.0240059002287107,"Etv3/Pde2a/Csf2ra/Zfp36/Csf2",5
"GO:1990440","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","5/1402","10/13303",0.00206449551198051,0.0287502210613615,0.0240059002287107,"Atf3/Ddit3/Trp53/Eif2ak3/Cebpb",5
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","24/1402","123/13303",0.00208594404635465,0.0289695453213679,0.0241890319094102,"Rab3gap1/Tnf/Chrnb2/Car2/Arc/Igsf11/Sqstm1/Vamp2/Nfatc4/Ccl2/Mme/Kalrn/Nlgn1/Adcy1/Ccr2/Ptger4/Rims3/Prkcg/Rasgrf2/Adcy8/Adora2a/Car7/Oxtr/Baiap3",24
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","25/1402","130/13303",0.00210051072830058,0.0290133044346518,0.0242255699556864,"Dhx58/Trim30a/Cd274/Trim12c/Aim2/Cadm1/Havcr2/Crtam/Ulbp1/Oasl1/Trim6/Slc15a4/Ifi205/Trim12a/Cxcl1/Syk/Trim30d/Ereg/Pomc/Mmp12/Klrc1/Trim15/Klrb1c/Vav1/Lag3",25
"GO:2000241","GO:2000241","regulation of reproductive process","25/1402","130/13303",0.00210051072830058,0.0290133044346518,0.0242255699556864,"Piwil2/Prdm9/Ovol1/Plat/Plb1/Il1a/Zan/Inhbb/Hormad1/Ovgp1/Arhgdib/Ptafr/Gdf9/Abcb1a/Nrk/Cftr/Ptger4/Cnr1/Osm/Amh/Mmp12/Wnt4/Msx1/Oxtr/Tacr3",25
"GO:1903532","GO:1903532","positive regulation of secretion by cell","41/1402","247/13303",0.00216497738549619,0.0298227101638946,0.0249014086958226,"P2rx7/Rab3gap1/Fgfr1/Chrnb2/Syt7/Pfkfb2/Gata2/Il1a/Inhbb/Edn1/Ptafr/Rab15/Slc6a4/Prkcq/Nlgn1/Il1b/Trpm2/Itgam/Lepr/Syk/Myrip/Rgcc/Cxcl12/Scamp5/Cftr/Bmp2/Ildr1/Ptger4/Ttn/Abat/Sox11/Doc2b/Fgfr4/Klrc1/Adcy8/Adora2a/Tnfsf11/Abcg1/Oxtr/Baiap3/Blk",41
"GO:0032652","GO:0032652","regulation of interleukin-1 production","18/1402","83/13303",0.00218255909697311,0.0299836429457144,0.0250357845775123,"Hspb1/P2rx7/Aim2/Tnf/Havcr2/Gstp2/Il6/Ccl20/Ifi205/Ccr7/S100a13/Serpinb1a/Ptger4/Nod1/Nlrp3/Gas6/Ceacam1/Casp4",18
"GO:0015718","GO:0015718","monocarboxylic acid transport","15/1402","64/13303",0.00223278936705561,0.0305910198187161,0.0255429329776371,"P2rx7/Slco1a6/Slco1a5/Il1a/Slc16a9/Edn1/Slc16a3/Il1b/Nos2/Syk/Slc5a8/Slc16a5/Emb/Ceacam1/Tnfsf11",15
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","45/1402","278/13303",0.0022625020997873,0.0309147800355345,0.0258132667412065,"Pros1/Trim21/Dhx58/Nr1d1/Tnf/Havcr2/Serpine1/Serpinb9/Trex1/Gstp2/Nbl1/Oas1c/Adar/Syt11/Cd34/Klk8/Sema6a/Adtrp/Angpt2/Tfpi/Ccl2/Prdm1/Sema4f/Serpinb9c/Sema3c/Klrb1b/Pparg/Grin3a/Gpx2/Irak3/Dusp1/Zfp36/Ptger4/Abat/Apoh/Nlrp3/Il20rb/Tspan6/Mmp12/Tnfaip6/Ceacam1/Adora2a/Sema4g/Wnt4/Slit1",45
"GO:0048520","GO:0048520","positive regulation of behavior","7/1402","19/13303",0.00228547824255441,0.0311450024313782,0.0260054981627752,"Sgip1/Nr4a3/Nlgn1/Ptger4/Penk/Adora2a/Stra6",7
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","14/1402","58/13303",0.00230457020149264,0.0312376808911655,0.0260828829541567,"Eomes/Relb/Gadd45g/Smad7/Il18r1/Il6/Nfkbid/Ccr7/Bcl3/Ccr2/Ptger4/Il27/Nlrp3/Tnfsf4",14
"GO:0032677","GO:0032677","regulation of interleukin-8 production","14/1402","58/13303",0.00230457020149264,0.0312376808911655,0.0260828829541567,"Ddx58/Ddit3/Tnf/Serpine1/Klf4/Il6/Ssc5d/Il1b/Nos2/Ptprc/Bcl3/Syk/Ptger4/Nod1",14
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","19/1402","90/13303",0.00231680090086202,0.0312500160515078,0.0260931825837786,"Ccl5/Pla2g7/Csf1r/Serpine1/Nbl1/S100a14/Adtrp/C3ar1/Ccl2/Ripk3/Ccl20/Ccr7/Jam2/Cxcl12/Slamf1/Ccr2/Dusp1/Gas6/Tnfsf4",19
"GO:0001894","GO:0001894","tissue homeostasis","35/1402","203/13303",0.00231777612658242,0.0312500160515078,0.0260931825837786,"P2rx7/Adgrf5/Csf1r/Cdh3/Car2/Oas1c/Cd34/Gata2/Ptgs1/Inpp5d/Tnfrsf11b/Il6/S1pr1/Tjp3/Abcb1a/Tex15/Syk/Abca4/Muc4/Pbld2/Abca12/Piwil4/Ccr2/Pdk4/Ptger4/Fgf7/Il20rb/Cngb1/Slc28a2/Fcgr4/Col11a2/Pcdh15/Ceacam1/Tnfsf11/Wnk3",35
"GO:0031342","GO:0031342","negative regulation of cell killing","8/1402","24/13303",0.0023357783743632,0.0313018978287308,0.0261365029034744,"Havcr2/Serpinb9/Nckap1l/Ptprc/Serpinb9c/Muc4/Klrb1b/Ceacam1",8
"GO:0071677","GO:0071677","positive regulation of mononuclear cell migration","13/1402","52/13303",0.00233597304839923,0.0313018978287308,0.0261365029034744,"Ccl5/Pla2g7/Serpine1/S100a14/Ccl2/Ccl20/Ccr7/Jam2/Cxcl12/Slamf1/Ccr2/Gas6/Tnfsf4",13
"GO:0070227","GO:0070227","lymphocyte apoptotic process","17/1402","77/13303",0.00234030625836158,0.0313018978287308,0.0261365029034744,"P2rx7/Cd274/Ccl5/Trp53/Serpinb9/Tnfrsf23/Hsh2d/Ripk3/Prkcq/Nfkbid/Gimap8/Fasl/Ido1/Pdcd1/Tnfsf4/Ceacam1/Blk",17
"GO:0042113","GO:0042113","B cell activation","37/1402","218/13303",0.00234625675245847,0.0313018978287308,0.0261365029034744,"Trp53/Id2/Chrnb2/Il2rg/Blnk/Nckap1l/Cdh17/Foxj1/Inpp5d/Il6/Slc15a4/Lat2/Mad2l2/Prdm1/Cdkn1a/Cd40/Trbc1/Ptprc/Bcl3/Syk/Plcl2/Dock11/Cd300a/Tnfsf13b/Fzd9/Hhex/Ikzf1/Cd79a/Trdc/Trbc2/Dock10/Tnfsf4/Pou1f1/Blk/Tnfrsf13c/Themis2/Mfng",37
"GO:0055080","GO:0055080","cation homeostasis","73/1402","500/13303",0.00238395298687858,0.031721552440586,0.0264869067045865,"P2rx7/Ddit3/Slc26a9/Ccl5/Ngf/Atp2a1/Herpud1/Trp53/Atp6v0d1/Car2/Slc9b1/Slc9a2/Gata2/Ank1/Il1a/Cln5/Slc4a5/Cxcl2/Hmox1/Tmtc2/C3ar1/Pygm/Edn1/Abcb6/Ccl2/S1pr1/Ccrl2/Ccr4/Atp1a2/Trpv3/Letm2/Trpc6/Cd40/Il1b/Trpm2/Nr3c2/Atp6v0a4/Ptprc/Ccr7/Cxcl1/Hvcn1/Nox1/Atp1a3/Slc11a1/Gpr4/Trpv2/Cxcr2/Cftr/Fzd9/Casq2/Ccr2/Pdk4/Ptger4/Atp2a3/Fasl/Atp13a4/Unc80/Slc9a4/Scnn1g/Gng3/Tmc8/Adcy8/Adora2a/Tnfsf11/Car7/Oxtr/P2rx5/Slc12a8/Prkd1/Pdk2/Jph3/Akap6/Slc9a9",73
"GO:0045785","GO:0045785","positive regulation of cell adhesion","56/1402","365/13303",0.00250227611610778,0.0332090587419734,0.0277289468191468,"Nid1/Cd274/Ccl5/Tnf/Havcr2/Icam1/Il2rg/Il15/Nckap1l/Smoc1/Il1a/Smad7/Ccdc88b/Socs1/L1cam/Fut4/Cd5/Il6/Ccl25/Nr4a3/Ptafr/Megf10/Ccl2/Prkcq/Smoc2/Pdpn/Ecm2/Nfkbid/Il1b/Abi3bp/P2ry12/Ptprc/Ccr7/Syk/Runx3/Cxcl12/H2-DMa/Slamf1/Ccdc80/Tnfsf13b/Ccr2/Dysf/Efnb3/Ptger4/Ikzf1/Nlrp3/Hyal1/Itgal/Cd6/Lims2/Tnfsf4/Ceacam1/Tnfsf11/Vav1/Wnt4/Tnfrsf13c",56
"GO:0046849","GO:0046849","bone remodeling","18/1402","84/13303",0.0025102013114894,0.0332274824643246,0.0277443302848829,"P2rx7/Csf1r/Car2/Syt7/Lgr4/Enpp1/Inpp5d/Tnfrsf11b/Il6/S1pr1/Lepr/Syk/P3h4/Pdk4/Ptger4/Fcgr4/Ceacam1/Tnfsf11",18
"GO:0031667","GO:0031667","response to nutrient levels","41/1402","250/13303",0.00271630882662319,0.0357298919106339,0.0298337956622542,"Atf3/Sgip1/Nprl3/Ddit3/Angptl4/Bglap3/Trp53/Prl2c3/Klf10/Cpeb4/Gatm/Map1lc3a/Prl2c2/Aqp3/Cd68/Acacb/Eif2ak3/Inhbb/Bmp8b/Suox/Sesn2/Nim1k/Rragd/Cdkn1a/Lrp11/Gdf15/Pmaip1/Brsk2/Pparg/Foxa3/Pdk4/Zfp36/Wnt2b/Prkcg/Pomc/Gas6/Wnt4/Bmf/Prkd1/Pdk2/Rragb",41
"GO:0032637","GO:0032637","interleukin-8 production","14/1402","59/13303",0.00273437270437409,0.0357298919106339,0.0298337956622542,"Ddx58/Ddit3/Tnf/Serpine1/Klf4/Il6/Ssc5d/Il1b/Nos2/Ptprc/Bcl3/Syk/Ptger4/Nod1",14
"GO:0046425","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","14/1402","59/13303",0.00273437270437409,0.0357298919106339,0.0298337956622542,"Prl2c3/Gadd45a/Prl2c2/Socs2/Socs1/Il6/Agap2/Cyp1b1/Ptprc/Bcl3/Cd300a/Cdk5r1/Gfra2/Stra6",14
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/1402","41/13303",0.00273439463962947,0.0357298919106339,0.0298337956622542,"Havcr2/Il1rl1/Il33/Nckap1l/Smad7/Foxj1/Ptprc/Muc4/Slamf1/Il20rb/Tnfsf4",11
"GO:0120163","GO:0120163","negative regulation of cold-induced thermogenesis","11/1402","41/13303",0.00273439463962947,0.0357298919106339,0.0298337956622542,"Id1/Ddit3/Nr1d1/Il15/Lgr4/Il18r1/Arrdc3/Adamts5/Plcl2/Plcl1/Wnt10b",11
"GO:0032732","GO:0032732","positive regulation of interleukin-1 production","13/1402","53/13303",0.00280232828976683,0.0364421375261962,0.0304285075133051,"Hspb1/P2rx7/Aim2/Tnf/Havcr2/Il6/Ccl20/Ifi205/Ccr7/S100a13/Nod1/Nlrp3/Casp4",13
"GO:0032613","GO:0032613","interleukin-10 production","12/1402","47/13303",0.00281041076338165,0.0364421375261962,0.0304285075133051,"Cd274/Cd84/Cd34/Tnfrsf9/Il6/Bcl3/Syk/Ptger4/Ido1/Il20rb/Tnfsf4/Il23r",12
"GO:0032720","GO:0032720","negative regulation of tumor necrosis factor production","12/1402","47/13303",0.00281041076338165,0.0364421375261962,0.0304285075133051,"Trim30a/Havcr2/Gstp2/Syt11/Cd34/Bcl3/Irak3/Slamf1/Ptger4/Pomc/Clec4a1/Gas6",12
"GO:0002724","GO:0002724","regulation of T cell cytokine production","9/1402","30/13303",0.00286920037987183,0.0365517431851842,0.0305200262014067,"Arid5a/Smad7/Il18r1/Il6/Il1b/Slamf1/Ccr2/Nlrp3/Tnfsf4",9
"GO:0007157","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","9/1402","30/13303",0.00286920037987183,0.0365517431851842,0.0305200262014067,"Cadm1/Crtam/L1cam/Lgals7/Nlgn1/Tenm2/Itgal/Cd6/Tenm3",9
"GO:0031640","GO:0031640","killing of cells of other organism","9/1402","30/13303",0.00286920037987183,0.0365517431851842,0.0305200262014067,"Ccl25/Ccl20/Nos2/Cxcl1/Syk/Cxcl12/Pomc/Ppbp/Pglyrp4",9
"GO:0048663","GO:0048663","neuron fate commitment","9/1402","30/13303",0.00286920037987183,0.0365517431851842,0.0305200262014067,"Jag2/Id2/Foxa1/Pou4f1/Gata2/Tlx3/Myt1l/Prrx1/Casz1",9
"GO:0050819","GO:0050819","negative regulation of coagulation","9/1402","30/13303",0.00286920037987183,0.0365517431851842,0.0305200262014067,"Pros1/Procr/Serpine1/Cd34/Adtrp/Tfpi/Abat/Apoh/Ceacam1",9
"GO:1900047","GO:1900047","negative regulation of hemostasis","9/1402","30/13303",0.00286920037987183,0.0365517431851842,0.0305200262014067,"Pros1/Serpine1/Cd34/Adtrp/Tfpi/Comp/Abat/Apoh/Ceacam1",9
"GO:1902186","GO:1902186","regulation of viral release from host cell","9/1402","30/13303",0.00286920037987183,0.0365517431851842,0.0305200262014067,"Trim21/Trim25/Trim30a/Trim26/Trim12c/Pcx/Trim12a/Trim30d/Trim15",9
"GO:0002367","GO:0002367","cytokine production involved in immune response","18/1402","85/13303",0.00287796936035081,0.036571795646658,0.0305367696340381,"Ddx58/Arid5a/Tnf/Crlf2/Smad7/Trim6/Il18r1/Hmox1/Il6/Nr4a3/Il1b/Slc11a1/Irak3/Slamf1/Ccr2/Nlrp3/Gas6/Tnfsf4",18
"GO:0010876","GO:0010876","lipid localization","47/1402","297/13303",0.0029058752001661,0.0365766178887042,0.0305407961165195,"P2rx7/Slco1a6/Gramd1c/Plin2/Nfkbia/Tnf/Dgat2/Syt7/Slco1a5/Mttp/Il1a/Enpp1/Tmem30b/Acacb/Eepd1/Abca5/Edn1/Hexa/Gdf9/Abcb1a/Apom/Il1b/Dennd5b/Nos2/Syk/Abca4/Pparg/Yjefn3/Cftr/Abca12/Soat2/Dysf/Atp8a2/Fasl/Apoh/Ano4/Mfsd2b/Osbp2/Pomc/Slc5a8/Pla2g4c/Xkr6/Ceacam1/Tnfsf11/Abcg1/Tmem30c/Stra6",47
"GO:0045580","GO:0045580","regulation of T cell differentiation","24/1402","126/13303",0.00290700537158885,0.0365766178887042,0.0305407961165195,"Hspb1/Crtam/Il2rg/Il15/Nckap1l/Smad7/Foxj1/Zeb1/Socs1/Il6/Cyp26b1/Prdm1/Nfkbid/Ptprc/Ccr7/Syk/Runx3/H2-DMa/Ccr2/Ikzf1/Il27/Nlrp3/Tnfsf4/Lag3",24
"GO:0002486","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","6/1402","15/13303",0.00292871994505265,0.0365766178887042,0.0305407961165195,"Gm11127/H2-T24/H2-Q10/Gm8909/H2-Q1/H2-Q2",6
"GO:0042481","GO:0042481","regulation of odontogenesis","6/1402","15/13303",0.00292871994505265,0.0365766178887042,0.0305407961165195,"Cd34/Tnfrsf11b/Edn1/Sp6/Bmp2/Msx1",6
"GO:1902043","GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","6/1402","15/13303",0.00292871994505265,0.0365766178887042,0.0305407961165195,"Atf3/Skil/Mal/Bmpr1b/Pmaip1/Timp3",6
